Agency_Aliases,entity_name,Website,Address,Email,Phone,TTY,TollFree,Government_Branch,Parent_Agency,Related_Agency,Agency_Image,in_corpus,first_hit,match,entity_type,crawlers,num_mentions,information
Federal Interagency Committee on Education,Federal Interagency Committee on Education,https://www2.ed.gov/about/bdscomm/list/com.html#fice,  ,  ,1-202-401-3673,  ,  ,"Independent Board, Commission, Committee",United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,True,Title 20.json,the Federal Interagency Committee on Education,org,,,
FedStats,Federal Interagency Council on Statistical Policy,https://nces.ed.gov/FCSM/index.asp,  ,  ,  ,  ,  ,"Independent Board, Commission, Committee",United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,False,None,None,org,,,
FJC,Federal Judicial Center,https://www.fjc.gov/,"Thurgood Marshall Federal Judiciary Building 
One Columbus Circle, NE 
Washington, DC 20002-8003",  ,1-202-502-4000,  ,  ,Judicial,United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,True,DCG VOL 54 PGS 937-998.json,the Federal Judicial Center,org,,,
FLRA,Federal Labor Relations Authority,https://www.flra.gov/,"1400 K St., NW 
Washington, DC 20424",  ,  ,  ,  ,Independent Agency,United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,True,OMBM M-15-04.json,the Federal Labor Relations Authority,org,,,
Federal Laboratory Consortium for Technology Transfer,Federal Laboratory Consortium for Technology Transfer,https://federallabs.org/,"FLC Management Support Office 
950 N Kings Highway, Suite 105 
Cherry Hill, NJ 08034",support@federallabs.org,1-856-667-7727,  ,  ,"Independent Board, Commission, Committee",United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,True,AFI 61-301.json,the Federal Laboratory Consortium for Technology Transfer,org,,,
FLICC,Federal Library and Information Center Committee,https://www.loc.gov/flicc/,"101 Independence Ave., SE 
Washington, DC 20540-4935",  ,1-202-707-4800,  ,  ,"Independent Board, Commission, Committee",United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,True,AR 40-3.json,the Federal Library and Information Center Committee,org,,,
FMC,Federal Maritime Commission,https://www.fmc.gov/,"800 North Capitol St., NW 
Washington, DC 20573",Complaints@fmc.gov,1-202-523-5725,  ,  ,Independent Agency,United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,True,Title 10.json,Federal Maritime Commission,org,,,
FMCS,Federal Mediation and Conciliation Service,https://www.fmcs.gov/,"2100 K St., NW 
Washington, DC 20427",  ,1-202-606-8100,  ,  ,Independent Agency,United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,True,Title 51.json,the Federal Mediation and Conciliation Service,org,,,
FMSHRC,Federal Mine Safety and Health Review Commission,https://www.fmshrc.gov/,"1331 Pennsylvania Ave., NW 
Suite 520 N 
Washington, DC 20004-1710",fmshrc@fmshrc.gov,1-202-434-9900,  ,  ,Independent Agency,United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,True,Title 30.json,Federal Mine Safety and Health Review Commission,org,,,
Federal Reserve System,Federal Reserve System,https://www.federalreserve.gov/,"20th St. and Constitution Ave., NW 
Washington, DC 20551",  ,1-202-452-3000,1-877-766-8533,1-888-851-1920,Independent Agency,United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,True,DoDFMR V5CH13.json,the Federal Reserve System,org,,,
FRTIB,Federal Retirement Thrift Investment Board,https://www.frtib.gov/,"Thrift Savings Plan 
PO Box 385021 
Birmingham, AL 35238",  ,1-404-233-4400,1-877-847-4385,1-877-968-3778,Independent Agency,United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,True,Title 26.json,the Federal Retirement Thrift Investment Board,org,,,
FTC,Federal Trade Commission,https://www.ftc.gov/,"600 Pennsylvania Ave., NW 
Washington, DC 20580",  ,1-202-326-2222,1-866-653-4261,1-877-382-4357,Independent Agency,United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Seal_of_the_United_States_Federal_Trade_Commission.svg/480px-Seal_of_the_United_States_Federal_Trade_Commission.svg.png,True,OMBM M-15-04.json,Federal Trade Commission,org,,,
GSA,General Services Administration,https://www.gsa.gov/,"1800 F St., NW 
Washington, DC 20405",  ,  ,  ,  ,Independent Agency,United States Government,Surplus Federal Property Sales;U.S.AGov,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Seal_of_the_General_Services_Administration.svg/1000px-Seal_of_the_General_Services_Administration.svg.png,True,EO 13799.json,the General Services Administration,org,,,
OGE,Office of Government Ethics,https://www.oge.gov/,"1201 New York Ave., NW 
Suite 500 
Washington, DC 20005",ContactOGE@oge.gov,1-202-482-9300,1-800-877-8339,  ,Independent Agency,United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,True,AR 140-1.json,an Office of Government Ethics,org,,,
Harry S. Truman Scholarship Foundation,Harry S. Truman Scholarship Foundation,https://www.truman.gov/,"712 Jackson Place, NW 
Washington, DC 20006",office@truman.gov,1-202-395-4831,  ,  ,"Independent Board, Commission, Committee",United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,False,None,None,org,,,
USHMM,Holocaust Memorial Museum,https://www.ushmm.org/,"100 Raoul Wallenberg Place, SW 
Washington, DC 20024-2126",  ,1-202-488-0400,1-202-488-0406,  ,Executive Department Sub-Office/Agency/Bureau,United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,False,None,None,org,,,
IMLS,Institute of Museum and Library Services,https://www.imls.gov/,"955 L’Enfant Plaza North, SW 
Suite 4000 
Washington, DC 20024-2135",imlsinfo@imls.gov,1-202-653-4657;1-202-653-4700;1-202-653-4789 ,  ,1-202-653-4614,Independent Agency,United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,True,EO 13385.json,the Institute of Museum and Library Services,org,,,
USIP,Institute of Peace,https://www.usip.org/,"2301 Constitution Ave., NW 
Washington, DC 20037",  ,1-202-457-1700,  ,  ,Quasi-official,United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,True,MCTP 3-03B.json,Institute of Peace,org,,,
Inter-American Foundation,Inter-American Foundation,https://www.iaf.gov/,"1331 Pennsylvania Ave., NW 
Suite 1200 
Washington, DC 20004",inquiries@iaf.gov,1-202-360-4530,  ,  ,Independent Agency,United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,False,None,None,org,,,
Interagency Alternative Dispute Resolution Working Group,Interagency Alternative Dispute Resolution Working Group,https://www.adr.gov/index.html,"950 Pennsylvania Ave., NW 
Suite 4529 
Washington, DC 20530-0001",ADRWeb@usdoj.gov,  ,  ,  ,"Independent Board, Commission, Committee",United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,False,None,None,org,,,
FICMNEW,Interagency Committee for the Management of Noxious and Exotic Weeds,https://www.fs.fed.us/ficmnew/index.shtml,  ,  ,  ,  ,  ,"Independent Board, Commission, Committee",United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,False,None,None,org,,,
USICH,Interagency Council on Homelessness,https://www.usich.gov/,"1275 First St., NE, 
Suite 227 
Washington, DC 20552",usich@usich.gov,1-202-708-4663,  ,  ,"Independent Board, Commission, Committee",United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,True,OMBM M-11-21.json,the Interagency Council on Homelessness,org,,,
USITC;ITC,International Trade Commission,https://www.usitc.gov/,"500 East St., SW 
Washington, DC 20436",  ,1-202-205-2000,1-202-205-1810,  ,Independent Agency,United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,True,DCG VOL 61 PGS 507-551.json,International Trade Commission,org,,,
James Madison Memorial Fellowship Foundation,James Madison Memorial Fellowship Foundation,https://www.jamesmadison.gov/,"1613 Duke St. 
Alexandria, VA 22314",madison@scholarshipamerica.org,  ,  ,1-800-525-6928,"Independent Board, Commission, Committee",United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,True,Title 20.json,the James Madison Memorial Fellowship Foundation,org,,,
JUSFC,Japan-United States Friendship Commission,http://www.jusfc.gov/,"1201 15th St., NW 
Suite 330 
Washington, DC 20005",jusfc@jusfc.gov,1-202-653-9800,  ,  ,"Independent Board, Commission, Committee",United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,False,None,None,org,,,
Kennedy Center,John F. Kennedy Center for the Performing Arts,https://www.kennedy-center.org/,"2700 F St., NW 
Washington, DC 20566",  ,1-202-467-4600,  ,1-800-444-1324,Quasi-official,United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,True,Title 20.json,Kennedy Center,org,,,
Joint Board for the Enrollment of Actuaries,Joint Board for the Enrollment of Actuaries,https://www.irs.gov/tax-professionals/enrolled-actuaries,"REFM, Park 4, Floor 4 
1111 Constitution Ave., NW 
Washington, DC 20224",nhqjbea@irs.gov,  ,  ,  ,Executive Department Sub-Office/Agency/Bureau,United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,False,None,None,org,,,
Joint Fire Science Program,Joint Fire Science Program,https://www.usa.gov/federal-agencies/joint-fire-science-program,"3833 S. Development Ave. 
Boise, ID 83705",  ,  ,  ,  ,Executive Department Sub-Office/Agency/Bureau,United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,False,None,None,org,,,
JPML,Judicial Panel on Multidistrict Litigation,https://www.jpml.uscourts.gov/,"Room G-255, North Lobby 
Thurgood Marshall Federal Judiciary Building 
One Columbus Circle, NE 
Washington, DC 20544-0005",  ,1-202-502-2800,  ,  ,Judicial,United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,True,Title 15.json,The Judicial Panel on Multidistrict Litigation,org,,,
LSC,Legal Services Corporation,https://www.lsc.gov/,"3333 K St., NW 
3rd Floor 
Washington, DC 20007-3522",info@lsc.gov,1-202-295-1500,  ,  ,Quasi-official,United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,True,Title 31.json,the Legal Services Corporation,org,,,
MMC,Marine Mammal Commission,https://www.mmc.gov/,"4340 East-West Highway 
Suite 700 
Bethesda, MD 20814",mmc@mmc.gov,1-301-504-0087,  ,  ,"Independent Board, Commission, Committee",United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,True,Title 10.json,the Marine Mammal Commission,org,,,
Meat and Poultry Hotline,Meat and Poultry Hotline,https://www.fsis.usda.gov/wps/portal/fsis/home,"1400 Independence Ave., SW 
Washington, DC 20250",  ,  ,  ,1-888-674-6854,Executive Department Sub-Office/Agency/Bureau,United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,False,None,None,org,,,
MACPAC,Medicaid and CHIP Payment and Access Commission,https://www.macpac.gov/,"1800 M Street, NW 
Suite 650 South 
Washington, DC 20036",  ,(202) 350-2000,  ,  ,Legislative,United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,False,None,None,org,,,
MedPAC,Medicare Payment Advisory Commission,http://www.medpac.gov/,"425 I St., NW 
Suite 701 
Washington, DC 20001",webmaster@medpac.gov,1-202-220-3700,  ,  ,Legislative,United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,True,Title 42 - ch7to7A_Secs301to1400v.json,The Medicare Payment Advisory Commission,org,,,
MSPB,Merit Systems Protection Board,https://www.mspb.gov/,"1615 M St., NW 
Washington, DC 20419",mspb@mspb.gov,1-202-653-7200,1-800-877-8339,1-800-424-9121,Independent Agency,United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,True,MCO 12250.3.json,the Merit Systems Protection Board,org,,,
MCC,Millennium Challenge Corporation,https://www.mcc.gov/,"1099 Fourteenth St., NW 
Suite 700 
Washington, DC 20005-2221",  ,1-202-521-3600,  ,  ,Independent Agency,United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,True,OMBM M-13-17.json,the Millennium Challenge Corporation,org,,,
MRC,Mississippi River Commission,https://www.mvd.usace.army.mil/About/Mississippi-River-Commission-MRC/,"1400 Walnut St. 
Vicksburg, MS 39180",cemvd-pa@usace.army.mil,1-601-634-5757,  ,  ,"Independent Board, Commission, Committee",United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,True,AGO 2017-13.json,Mississippi River Commission,org,,,
Morris K. Udall and Stewart L. Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,https://www.udall.gov/,"130 South Scott Ave. 
Tucson, AZ 85701-1922",info@udall.gov,1-520-901-8500,  ,  ,"Independent Board, Commission, Committee",United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,False,None,None,org,,,
NASA,National Aeronautics and Space Administration,https://www.nasa.gov/,"NASA Headquarters 
300 E St., SW 
Suite 5R30 
Washington, DC 20546",  ,1-202-358-0001,  ,  ,Independent Agency,United States Government,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,True,OMBM M-15-04.json,National Aeronautics and Space Administration,org,,,
